Test length:  100
Type of test:  Correctness
CPU: Intel(R) Core(TM) i5-4670K CPU @ 3.40GHz (3398)

Prefab name:  SailBoat_2

Coefficient of drag:  1
Coefficient of lift:  1

Amplitude:  1
Ordinary frequency  10
Angular frequency  1


SampleCount 	 Mean square vertices error
10 	 121,7951
20 	 13,72466
40 	 3,36628
80 	 2,216371
160 	 1,0771
320 	 ¤¤¤
640 	 0,5539926
1280 	 0,5413514
2560 	 0,06843702
5120 	 0,03275922
10240 	 0,05335101
20480 	 0,06701708
