Test length:  1000
Type of test:  Correctness
CPU: Intel(R) Core(TM) i5-4670K CPU @ 3.40GHz (3398)

Prefab name:  SailBoat_2

Coefficient of drag:  1
Coefficient of lift:  1

Amplitude:  0
Ordinary frequency  10
Angular frequency  1


SampleCount 	 Mean square vertices error
10 	 82,75437
20 	 81,55677
40 	 81,53615
80 	 81,41805
160 	 81,08907
320 	 80,722
640 	 80,89031
1280 	 80,8516
2560 	 81,01865
5120 	 79,24312
10240 	 69,60194
20480 	 1,593964
